Num_pt;Latitude;Longitude
1;48,11087859280;-1,76627492137
2;48,11070652430;-1,76558250974
3;48,11137230290;-1,76526333292
4;48,10790414650;-1,78240987529
5;48,10785590830;-1,78164781257
6;48,10771564750;-1,78099323266
7;48,10746643640;-1,78122823430
8;48,10748467340;-1,78200878126
9;48,10754071170;-1,78276660981
10;48,10741670000;-1,78332332344
11;48,10709339540;-1,78429572787
12;48,10719413360;-1,78385308945
13;48,10716183710;-1,78309631674
14;48,10710857560;-1,78234153389
15;48,10710415130;-1,78156772023
16;48,10678084570;-1,78141267205
17;48,10673375050;-1,78190750732
18;48,10674285230;-1,78268907648
19;48,10677677750;-1,78344825584
20;48,10679198540;-1,78419158476
21;48,10670749880;-1,78477383644
22;48,10645523760;-1,78531820309
23;48,10641991370;-1,78453511998
24;48,10639297200;-1,78378240703
25;48,10635509200;-1,78301283982
26;48,10634205130;-1,78223580778
27;48,10599553380;-1,78205971508
28;48,10596090750;-1,78258912966
29;48,10599683500;-1,78337077201
30;48,10603076970;-1,78412698439
31;48,10605760060;-1,78488022160
32;48,10607039230;-1,78565871084
33;48,10567464640;-1,78598652854
34;48,10564644170;-1,78522391151
35;48,10560268900;-1,78370706667
36;48,10559153830;-1,78292763880
37;48,10533859840;-1,78402450372
38;48,10519377570;-1,78328489257
39;48,10516213290;-1,78253250254
40;48,10477335660;-1,78289798860
41;48,10480913140;-1,78364034519
42;48,10528051280;-1,78558982751
43;48,10530146040;-1,78635133312
44;48,10618423240;-1,78103779426
45;48,10581076370;-1,78136241578
46;48,10541453360;-1,78169156973
47;48,10501865910;-1,78200031167
48;48,10462166910;-1,78231514594
49;48,10424097360;-1,78262748706
50;48,10413337520;-1,78224290388
51;48,10445906030;-1,78187651175
52;48,10478735100;-1,78145640872
53;48,10514932230;-1,78117458752
54;48,10554254570;-1,78084896049
55;48,10592242160;-1,78052389743
56;48,10565720030;-1,77993781252
57;48,10527921680;-1,78026544608
58;48,10678555740;-1,77869335468
59;48,10844767790;-1,78170422305
60;48,10874370830;-1,78122321063
61;48,10904739140;-1,78072934685
62;48,10934771570;-1,78022849212
63;48,10964477910;-1,77974351094
64;48,10995556890;-1,77925152723
65;48,11025359680;-1,77876527020
66;48,11055296760;-1,77826566342
67;48,11084836800;-1,77777649698
68;48,11114825610;-1,77728767619
69;48,11145282020;-1,77679383738
70;48,11174755140;-1,77629787964
71;48,11205215830;-1,77580268859
72;48,11237604670;-1,77557926136
73;48,11185428590;-1,77559091120
74;48,11157563180;-1,77557719492
75;48,11127650770;-1,77607012228
76;48,11097421290;-1,77655069530
77;48,11067050070;-1,77704594211
78;48,11037061350;-1,77753475984
79;48,11007526120;-1,77802258235
80;48,10977494630;-1,77852345658
81;48,10946980620;-1,77900781355
82;48,10916702840;-1,77950176148
83;48,10886906800;-1,77998666936
84;48,10856968960;-1,78048625038
85;48,10826506250;-1,78098138160
86;48,10871116170;-1,77927786263
87;48,10900911920;-1,77879295220
88;48,10931184700;-1,77830034251
89;48,10961703130;-1,77781464205
90;48,10991729610;-1,77731510612
91;48,11021269260;-1,77682594026
92;48,11051257690;-1,77633711996
93;48,11081628610;-1,77584187054
94;48,11106535170;-1,77556957381
95;48,11034065730;-1,77561645201
96;48,11003605090;-1,77611162805
97;48,10973616750;-1,77660044522
98;48,10944081890;-1,77708826708
99;48,10914140590;-1,77758921084
100;48,10883532450;-1,77807483798
101;48,10853259760;-1,77856744451
102;48,10837037700;-1,77782738660
103;48,10867310080;-1,77733477733
104;48,10897828120;-1,77684907716
105;48,10927858910;-1,77634820096
106;48,10957303660;-1,77586030624
107;48,10879653830;-1,77615186126
108;48,10849627820;-1,77665139319
109;48,10818462450;-1,77714196172
110;48,10788176030;-1,77763858992
111;48,10739989950;-1,77743688048
112;48,10788435480;-1,77702571233
113;48,10736628740;-1,77480892397
114;48,10922389640;-1,77410760616
115;48,11068012760;-1,77145218432
116;48,11078306060;-1,77198378817
117;48,11093759210;-1,77273105685
118;48,11106134280;-1,77335962148
119;48,11119608390;-1,77399308184
120;48,11132997350;-1,77464046258
121;48,11176786380;-1,77447071519
122;48,11163499220;-1,77383793045
123;48,11149958630;-1,77319258117
124;48,11137189300;-1,77256343487
125;48,11121877380;-1,77181694318
126;48,11110775540;-1,77120510645
127;48,11154352450;-1,77110602441
128;48,11164679640;-1,77164599896
129;48,11179515170;-1,77238714909
130;48,11192582840;-1,77301854990
131;48,11205980220;-1,77365854812
132;48,11219194930;-1,77430432328
133;48,11270450080;-1,77442949299
134;48,11257067710;-1,77381100983
135;48,11243964250;-1,77316424273
136;48,11230244270;-1,77252372044
137;48,11217451000;-1,77189616123
138;48,10900716850;-1,77121949236
139;48,10784663360;-1,77057844599
140;48,10879018850;-1,76860405079
141;48,11035011540;-1,76937250602
142;48,11049229150;-1,76999738351
143;48,11064270750;-1,77062600044
144;48,11103526480;-1,77031069853
145;48,11088872500;-1,76967162417
146;48,11074276340;-1,76905451476
147;48,11097326340;-1,76793085132
148;48,11111961550;-1,76857555359
149;48,11140234230;-1,76982560201
150;48,11176417010;-1,76931292887
151;48,11162399360;-1,76868483305
152;48,11148015540;-1,76805578283
153;48,11176896370;-1,76718767891
154;48,11190585980;-1,76781968405
155;48,11204976790;-1,76845963511
156;48,11219100730;-1,76908055756
157;48,11262914190;-1,76893955506
158;48,11248503580;-1,76831047112
159;48,11234210970;-1,76768874369
160;48,11219551290;-1,76704831284
161;48,10944684570;-1,76814962623
162;48,11322214430;-1,77814476899
163;48,11280889750;-1,77841780166
164;48,11240543780;-1,77869159580
165;48,11201805690;-1,77897417346
166;48,11160541800;-1,77925033363
167;48,11120081670;-1,77952066457
168;48,11079417720;-1,77978747054
169;48,11038829880;-1,78006078580
170;48,11013121080;-1,78046379181
171;48,11054377680;-1,77954602608
172;48,11083145460;-1,77902049722
173;48,11124155250;-1,77875772061
174;48,11166796700;-1,77848156057
175;48,11205483820;-1,77824169909
176;48,11245631810;-1,77794731075
177;48,11287072010;-1,77769265323
178;48,11327522750;-1,77742484745
179;48,11368672810;-1,77715274389
180;48,11371441460;-1,77636601879
181;48,11328645210;-1,77662231942
182;48,11288807580;-1,77688738370
183;48,11248809270;-1,77718539532
184;48,11208794380;-1,77745730462
185;48,11167543930;-1,77772461312
186;48,11134070000;-1,77806724529
187;48,11221177880;-1,77700230126
188;48,11258242860;-1,77663180824
189;48,11299397380;-1,77638148827
190;48,10820392670;-1,78693335430
191;48,10862202220;-1,78716067667
192;48,10859515780;-1,78639596957
193;48,10815494260;-1,78622406078
194;48,10770665420;-1,78521888719
195;48,10810172370;-1,78545581742
196;48,10852451220;-1,78570339372
197;48,10895839070;-1,78587883624
198;48,10847971640;-1,78493365449
199;48,10806176740;-1,78470205989
200;48,10763167440;-1,78449828944
201;48,10801555950;-1,78395951121
202;48,10844041050;-1,78419459815
203;48,10885910400;-1,78444090375
204;48,10928290090;-1,78468546192
205;48,10945049580;-1,78401355859
206;48,10923395640;-1,78389777489
207;48,10882159290;-1,78367630324
208;48,10839143540;-1,78345895392
209;48,10811830060;-1,78330607148
210;48,10837543090;-1,78273301901
211;48,10878821860;-1,78296809393
212;48,10921204310;-1,78317862564
213;48,10962433160;-1,78339713112
214;48,10947916330;-1,78296963237
215;48,10907409570;-1,78267116019
216;48,10869398330;-1,78235179016
217;48,10720072640;-1,78525897384
218;48,10737505490;-1,78588127406
219;48,10754606630;-1,78649538629
220;48,10771227200;-1,78710011804
221;48,10788418020;-1,78772183809
222;48,10789594410;-1,78832683733
223;48,10769829660;-1,78888220581
224;48,10753465560;-1,78825857742
225;48,10735696040;-1,78763250688
226;48,10704010810;-1,78817476098
227;48,10719919810;-1,78879466515
228;48,10737249130;-1,78941004053
229;48,10690004360;-1,78947866075
230;48,10673263420;-1,78885474420
231;48,10655827470;-1,78823889142
232;48,10614608400;-1,78849387960
233;48,10631123190;-1,78912325721
234;48,10648225960;-1,78973898350
235;48,10612023600;-1,79021609777
236;48,10601518500;-1,78980586999
237;48,10584611800;-1,78917537948
238;48,10567894450;-1,78857031701
239;48,10551175740;-1,78795275443
240;48,10534052190;-1,78734012190
241;48,10498963730;-1,78787458007
242;48,10516590370;-1,78849257928
243;48,10533448240;-1,78911401325
244;48,10549977230;-1,78972134593
245;48,10567747040;-1,79033933594
246;48,10519389800;-1,79025582600
247;48,10517405020;-1,78952263741
248;48,10491147050;-1,78904440634
249;48,10484479000;-1,78846995512
250;48,10461635490;-1,78909157555
251;48,14020197120;-1,80019350904
252;48,14058037710;-1,79983219685
253;48,14093763410;-1,79942710711
254;48,14131817890;-1,79904590768
255;48,14139762260;-1,79977824318
256;48,14100114920;-1,80014634611
257;48,14064044030;-1,80054201286
258;48,13674765830;-1,80261784089
259;48,13690808420;-1,80295306027
260;48,13701956190;-1,80359343062
261;48,13713366810;-1,80424087176
262;48,13722644720;-1,80488273476
263;48,13733998380;-1,80553080955
264;48,13744151190;-1,80618735800
265;48,13786314010;-1,80596686352
266;48,13776179310;-1,80533575015
267;48,13765623370;-1,80467847859
268;48,13754727680;-1,80402807228
269;48,13744448790;-1,80338905122
270;48,13733104810;-1,80274300619
271;48,13701258990;-1,80254318621
272;48,13798112800;-1,80301198802
273;48,13808419260;-1,80365856995
274;48,13818335420;-1,80431103556
275;48,13829234750;-1,80495782106
276;48,13838685160;-1,80560938719
277;48,13882660220;-1,80539582770
278;48,13872170000;-1,80474034334
279;48,13861412860;-1,80408640053
280;48,13850020590;-1,80344137754
281;48,13839246130;-1,80279469160
282;48,13893916500;-1,80185916916
283;48,13905257600;-1,80251383928
284;48,13916740190;-1,80315638169
