Num_pt;Latitude;Longitude
285;48,13927759230;-1,80380515410
286;48,13939019890;-1,80445425436
287;48,13950765620;-1,80509338092
288;48,13964858870;-1,80329947536
289;48,13954597580;-1,80265533218
290;48,13942266890;-1,80201063898
291;48,13931967090;-1,80136445338
292;48,13972967200;-1,80093460895
293;48,13982767720;-1,80157435164
294;48,13993961030;-1,80223268263
295;48,14014795320;-1,80267474569
296;48,14249756930;-1,78048674329
297;48,14259306210;-1,78104985746
298;48,14270777340;-1,78169385616
299;48,14281603040;-1,78233950483
300;48,14292193310;-1,78296748206
301;48,14304124720;-1,78361857743
302;48,14316824220;-1,78426879820
303;48,14279108180;-1,78474226841
304;48,14266035960;-1,78408287936
305;48,14253978250;-1,78344218233
306;48,14230485490;-1,78214985018
307;48,14220245570;-1,78149376975
308;48,14207989970;-1,78086288594
309;48,14171356150;-1,78133883184
310;48,14182602550;-1,78197497598
311;48,14194327620;-1,78263369645
312;48,14206036910;-1,78326603884
313;48,14217531470;-1,78391584020
314;48,14230452840;-1,78455667298
315;48,14240811350;-1,78519132915
316;48,14210480980;-1,78558460928
317;48,14196417510;-1,78495377792
318;48,14179066950;-1,78438965893
319;48,14166831640;-1,78374318202
320;48,14155459000;-1,78310222764
321;48,14144167250;-1,78245609286
322;48,14133423360;-1,78181025580
323;48,14146425050;-1,78116391698
324;48,14116129130;-1,78229676664
325;48,14106217400;-1,78292197748
326;48,14117974790;-1,78355851827
327;48,14129728530;-1,78419600105
328;48,14136847770;-1,78451733192
329;48,14098378970;-1,78457960027
330;48,14089621230;-1,78389415337
331;48,14075730380;-1,78322930588
332;48,14069146790;-1,78112141568
333;48,14053154210;-1,78186051575
334;48,14034219600;-1,78255264231
335;48,13969472890;-1,78321343820
336;48,13991987860;-1,78268394885
337;48,14008552430;-1,78195136141
338;48,14026269740;-1,78122370853
339;48,13981126970;-1,78132247617
340;48,13964677270;-1,78206349226
341;48,13947458220;-1,78276704040
342;48,13930644910;-1,78348825638
343;48,13903940280;-1,78283895031
344;48,13920559690;-1,78217798735
345;48,13938144960;-1,78142387631
346;48,13891517360;-1,78179941063
347;48,13875974740;-1,78225888628
348;48,13858275470;-1,78296836848
349;48,13851462470;-1,78256227644
350;48,13850532450;-1,78193465592
351;48,13727937510;-1,78660316379
352;48,13712188610;-1,78595505735
353;48,13696110140;-1,78532889290
354;48,13685312670;-1,78494228594
355;48,13728984360;-1,78477029694
356;48,13745498020;-1,78540850813
357;48,13762153020;-1,78603459270
358;48,13777931300;-1,78664102596
359;48,13757014570;-1,78434995484
360;48,13780810380;-1,78489405942
361;48,13798452380;-1,78551352133
362;48,13814379100;-1,78614697851
363;48,13811467630;-1,78473836650
364;48,13617816740;-1,78470131597
365;48,13635551720;-1,78529433023
366;48,13654632560;-1,78590912031
367;48,13673231280;-1,78649703617
368;48,13692707020;-1,78710689886
369;48,13674169700;-1,78749296636
370;48,13654621690;-1,78686273480
371;48,13635133580;-1,78625892128
372;48,13615665630;-1,78567234690
373;48,13605354160;-1,78524227250
374;48,13607834690;-1,78616864035
375;48,13626057560;-1,78675585367
